False,2,65731,Acting,Sam Worthington,Sam Worthington,7.645,/vM1WIfYQ1HUBtlVPwB9Hp9fLcn8.jpg,242,Jake Sully,5602a8a7c3a3685532001c9a,0
False,1,8691,Acting,Zoe Saldana,Zoe Saldana,17.955,/iOVbUH20il632nj2v01NCtYYeSg.jpg,3,Neytiri,52fe48009251416c750ac9cb,1
False,1,10205,Acting,Sigourney Weaver,Sigourney Weaver,10.663,/flfhep27iBxseZIlxOMHt6zJFX1.jpg,25,Dr. Grace Augustine,52fe48009251416c750aca39,2
False,2,32747,Acting,Stephen Lang,Stephen Lang,11.922,/h7ZoTwpELoz1IlIgx0ujoA2p9Sp.jpg,4,Colonel Miles Quaritch,52fe48009251416c750ac9cf,3
False,1,17647,Acting,Michelle Rodriguez,Michelle Rodriguez,14.189,/xSvkVrLz6xas1mCeOR9i4QtmhnQ.jpg,5,Trudy Chacon,52fe48009251416c750ac9d3,4
False,2,3223,Acting,Robert Downey Jr.,Robert Downey Jr.,18.935,/im9SAqJPZKEbVZGmjXuLI4O7RvM.jpg,493,Tony Stark / Iron Man,5e85cd735294e700134abf26,0
False,2,16828,Acting,Chris Evans,Chris Evans,13.896,/3bOGNsHlrswhyW79uvIHH1V43JI.jpg,494,Steve Rogers / Captain America,5e85cd84691cd50018593984,1
False,2,103,Acting,Mark Ruffalo,Mark Ruffalo,8.182,/z3dvKqMNDQWk3QLxzumloQVR0pv.jpg,594,Bruce Banner / Hulk,5e85e1ab0c3ec800135aabd6,2
False,2,74568,Acting,Chris Hemsworth,Chris Hemsworth,17.615,/xkHHiJXraaMFXgRYspN6KVrFn17.jpg,496,Thor Odinson,5e85ce145294e700154ac43f,3
False,1,1245,Acting,Scarlett Johansson,Scarlett Johansson,37.959,/6NsMbJXRlDZuDzatN2akFdGuTvx.jpg,497,Natasha Romanoff / Black Widow,5e85ce255aba320018e7595e,4
False,2,6193,Acting,Leonardo DiCaprio,Leonardo DiCaprio,15.176,/wo2hJpn04vbtmh0B9utCFdsQhxM.jpg,21,Jack Dawson,52fe425ac3a36847f80179cf,0
False,1,204,Acting,Kate Winslet,Kate Winslet,7.53,/e3tdop3WhseRnn8KwMVLAV25Ybv.jpg,20,Rose DeWitt Bukater,52fe425ac3a36847f80179cb,1
False,2,1954,Acting,Billy Zane,Billy Zane,25.349,/9HIubetYWAVLlHNb9aObL0fc0sT.jpg,23,Cal Hockley,52fe425ac3a36847f80179d7,2
False,1,8534,Acting,Kathy Bates,Kathy Bates,4.092,/3MsayDvY73uXGVbCFHyy1ABTacV.jpg,24,Molly Brown,52fe425ac3a36847f80179db,3
False,1,3713,Acting,Frances Fisher,Frances Fisher,4.831,/tsyGcoXGRNM8KGLpLG3OuxAyxx2.jpg,22,Ruth Dewitt Bukater,52fe425ac3a36847f80179d3,4
False,2,3,Acting,Harrison Ford,Harrison Ford,10.047,/5M7oN3sznp99hWYQ9sX0xheswWX.jpg,8,Han Solo,52fe4a959251416c750e713b,0
False,2,2,Acting,Mark Hamill,Mark Hamill,10.308,/zMQ93JTLW8KxusKhOlHFZhih3YQ.jpg,6,Luke Skywalker,52fe4a959251416c750e7133,1
False,1,4,Acting,Carrie Fisher,Carrie Fisher,5.933,/rfJtncHewKVnHjqpIZvjn24ESeC.jpg,7,General Leia Organa,52fe4a959251416c750e7137,2
False,2,1023139,Acting,Adam Driver,Adam Driver,10.189,/fsbGQ1eZFgdsG1XnKlhNSvHsiGo.jpg,21,Kylo Ren / Ben Solo,535fd943c3a3683091006a85,3
False,1,1315036,Acting,Daisy Ridley,Daisy Ridley,11.004,/qPzTLRxTWwhOXaqwMRuZ9oTKZtP.jpg,73,Rey,5665d1bd92514179e10005d8,4
False,2,3223,Acting,Robert Downey Jr.,Robert Downey Jr.,18.935,/im9SAqJPZKEbVZGmjXuLI4O7RvM.jpg,1,Tony Stark / Iron Man,54a9cfa29251414d5b00553d,0
False,2,74568,Acting,Chris Hemsworth,Chris Hemsworth,17.615,/xkHHiJXraaMFXgRYspN6KVrFn17.jpg,6,Thor Odinson,54a9d012c3a3680c29005762,1
False,2,103,Acting,Mark Ruffalo,Mark Ruffalo,8.182,/z3dvKqMNDQWk3QLxzumloQVR0pv.jpg,379,Bruce Banner / Hulk,5e86494f04b5960017719321,2
False,2,16828,Acting,Chris Evans,Chris Evans,13.896,/3bOGNsHlrswhyW79uvIHH1V43JI.jpg,2,Steve Rogers / Captain America,54a9cfc0c3a3680c2900575e,3
False,1,1245,Acting,Scarlett Johansson,Scarlett Johansson,37.959,/6bBCPmc55gzP7TR9Th4WbykrYd0.jpg,40,Natasha Romanoff / Black Widow,581f354cc3a36860b9005213,4
False,2,73457,Acting,Chris Pratt,Chris Pratt,11.41,/gXKyT1YU5RWWPaE1je3ht58eUZr.jpg,10,Owen Grady,5311015a9251410fe600151d,0
False,1,18997,Acting,Bryce Dallas Howard,Bryce Dallas Howard,10.912,/qQX1rhQaJ1G8eMG2RknFKiXfNRc.jpg,11,Claire Dearing,53110162925141104200157d,1
